source,target,type,voltage_kv,capacity_mva,length_km,reactance_pu,resistance_pu
IN-C00153-SS,IN-C00914-SS,sub_transmission,132,63,4.21,0.006737,0.000834
IN-C00153-SS,IN-C00182-SS,sub_transmission,132,63,4.78,0.007648,0.001438
IN-C00154-SS,IN-C00191-SS,sub_transmission,132,63,10.78,0.017245,0.004318
IN-C00155-SS,IN-C00188-SS,sub_transmission,132,63,1.34,0.002139,0.000353
IN-C00156-SS,IN-C00199-SS,sub_transmission,132,63,0.66,0.0016,0.000203
IN-C00156-SS,IN-C00902-SS,sub_transmission,132,63,8.94,0.014308,0.003537
IN-C00157-SS,IN-C00678-SS,sub_transmission,132,63,13.11,0.020969,0.004626
IN-C00157-SS,IN-C00490-SS,sub_transmission,132,63,18.37,0.029398,0.0064
IN-C00158-SS,IN-C00798-SS,sub_transmission,132,63,14.84,0.023741,0.004943
IN-C00159-SS,IN-C00166-SS,sub_transmission,132,63,3.04,0.004861,0.001079
IN-C00160-SS,IN-C00412-SS,sub_transmission,132,63,1.19,0.001904,0.000415
IN-C00160-SS,IN-C00877-SS,sub_transmission,132,63,3.5,0.005597,0.000998
IN-C00161-SS,IN-C00912-SS,sub_transmission,132,63,16.28,0.026045,0.005321
IN-C00161-SS,IN-C01016-SS,sub_transmission,132,63,16.55,0.026482,0.007314
IN-C00162-SS,IN-C00170-SS,sub_transmission,132,63,0.65,0.0016,0.000364
IN-C00163-SS,IN-C00241-SS,sub_transmission,132,63,4.23,0.006773,0.001862
IN-C00164-SS,IN-C00292-SS,sub_transmission,132,63,8.62,0.013794,0.002053
IN-C00164-SS,IN-C00429-SS,sub_transmission,132,63,12.57,0.020106,0.004335
IN-C00167-SS,IN-C00211-SS,sub_transmission,132,63,5.52,0.008828,0.001773
IN-C00168-SS,IN-C01032-SS,sub_transmission,132,63,12.66,0.020251,0.005417
IN-C00168-SS,IN-C00458-SS,sub_transmission,132,63,17.6,0.028166,0.006126
IN-C00169-SS,IN-C00765-SS,sub_transmission,132,63,3.09,0.004945,0.000997
IN-C00169-SS,IN-C00750-SS,sub_transmission,132,63,3.13,0.005006,0.0013
IN-C00171-SS,IN-C00176-SS,sub_transmission,132,63,1.99,0.003188,0.000673
IN-C00172-SS,IN-C01019-SS,sub_transmission,132,63,4.82,0.007707,0.001943
IN-C00172-SS,IN-C00945-SS,sub_transmission,132,63,5.62,0.008985,0.002506
IN-C00173-SS,IN-C00520-SS,sub_transmission,132,63,1.88,0.003012,0.000697
IN-C00173-SS,IN-C00248-SS,sub_transmission,132,63,2.83,0.004521,0.000839
IN-C00174-SS,IN-C00317-SS,sub_transmission,132,63,6.84,0.010944,0.002535
IN-C00174-SS,IN-C00181-SS,sub_transmission,132,63,8.48,0.013573,0.002412
IN-C00175-SS,IN-C00986-SS,sub_transmission,132,63,10.42,0.016665,0.00219
IN-C00175-SS,IN-C00907-SS,sub_transmission,132,63,14.69,0.023507,0.006913
IN-C00176-SS,IN-C00413-SS,sub_transmission,132,63,0.44,0.0016,0.000428
IN-C00177-SS,IN-C00211-SS,sub_transmission,132,63,1.99,0.003181,0.00049
IN-C00178-SS,IN-C00197-SS,sub_transmission,132,63,12.32,0.019716,0.004791
IN-C00179-SS,IN-C00234-SS,sub_transmission,132,63,3.84,0.006147,0.001585
IN-C00179-SS,IN-C00538-SS,sub_transmission,132,63,7.51,0.012016,0.001775
IN-C00181-SS,IN-C00317-SS,sub_transmission,132,63,7.96,0.012734,0.002177
IN-C00182-SS,IN-C00310-SS,sub_transmission,132,63,4.33,0.006924,0.001342
IN-C00182-SS,IN-C00707-SS,sub_transmission,132,63,4.6,0.007367,0.001311
IN-C00183-SS,IN-C00222-SS,sub_transmission,132,63,15.32,0.024509,0.003366
IN-C00183-SS,IN-C00245-SS,sub_transmission,132,63,20.93,0.033494,0.007992
IN-C00184-SS,IN-C00459-SS,sub_transmission,132,63,3.61,0.005782,0.000739
IN-C00184-SS,IN-C00767-SS,sub_transmission,132,63,4.11,0.006579,0.0019
IN-C00185-SS,IN-C00243-SS,sub_transmission,132,63,7.92,0.012672,0.001928
IN-C00185-SS,IN-C00213-SS,sub_transmission,132,63,7.99,0.012781,0.001606
IN-C00186-SS,IN-C00673-SS,sub_transmission,132,63,12.98,0.020769,0.002893
IN-C00187-SS,IN-C00263-SS,sub_transmission,132,63,9.48,0.015161,0.002342
IN-C00187-SS,IN-C00927-SS,sub_transmission,132,63,9.97,0.015956,0.002006
IN-C00189-SS,IN-C00278-SS,sub_transmission,132,63,18.26,0.029212,0.00688
IN-C00190-SS,IN-C00194-SS,sub_transmission,132,63,3.89,0.006227,0.001183
IN-C00192-SS,IN-C00678-SS,sub_transmission,132,63,15.69,0.025103,0.005226
IN-C00192-SS,IN-C00231-SS,sub_transmission,132,63,19.01,0.030421,0.007067
IN-C00193-SS,IN-C00424-SS,sub_transmission,132,63,5.7,0.009115,0.002062
IN-C00193-SS,IN-C00957-SS,sub_transmission,132,63,10.44,0.016703,0.002152
IN-C00195-SS,IN-C00758-SS,sub_transmission,132,63,1.36,0.002169,0.000347
IN-C00195-SS,IN-C00898-SS,sub_transmission,132,63,5.68,0.009088,0.002265
IN-C00196-SS,IN-C01041-SS,sub_transmission,132,63,13.19,0.021106,0.002582
IN-C00196-SS,IN-C00967-SS,sub_transmission,132,63,13.47,0.021545,0.006157
IN-C00198-SS,IN-C00257-SS,sub_transmission,132,63,2.84,0.004549,0.001083
IN-C00198-SS,IN-C00982-SS,sub_transmission,132,63,3.15,0.00504,0.001447
IN-C00199-SS,IN-C00902-SS,sub_transmission,132,63,9.0,0.014399,0.003884
IN-C00200-SS,IN-C00203-SS,sub_transmission,132,63,2.06,0.003293,0.000673
IN-C00200-SS,IN-C00452-SS,sub_transmission,132,63,4.06,0.006496,0.001527
IN-C00201-SS,IN-C00843-SS,sub_transmission,132,63,8.89,0.014225,0.002631
IN-C00202-SS,IN-C00340-SS,sub_transmission,132,63,4.55,0.007277,0.001847
IN-C00202-SS,IN-C00909-SS,sub_transmission,132,63,5.37,0.008599,0.00241
IN-C00204-SS,IN-C00910-SS,sub_transmission,132,63,1.98,0.003173,0.00085
IN-C00205-SS,IN-C00698-SS,sub_transmission,132,63,2.2,0.003519,0.000925
IN-C00205-SS,IN-C00322-SS,sub_transmission,132,63,6.38,0.010201,0.001331
IN-C00206-SS,IN-C00786-SS,sub_transmission,132,63,2.52,0.004038,0.000933
IN-C00206-SS,IN-C00286-SS,sub_transmission,132,63,9.26,0.014808,0.003187
IN-C00207-SS,IN-C00800-SS,sub_transmission,132,63,2.81,0.0045,0.001135
IN-C00207-SS,IN-C00384-SS,sub_transmission,132,63,5.2,0.008313,0.002246
IN-C00208-SS,IN-C00233-SS,sub_transmission,132,63,10.39,0.016626,0.002228
IN-C00209-SS,IN-C00600-SS,sub_transmission,132,63,6.03,0.00965,0.001533
IN-C00210-SS,IN-C00896-SS,sub_transmission,132,63,3.7,0.005925,0.001265
IN-C00210-SS,IN-C00683-SS,sub_transmission,132,63,3.89,0.006231,0.000861
IN-C00212-SS,IN-C00597-SS,sub_transmission,132,63,4.51,0.007224,0.001167
IN-C00213-SS,IN-C00243-SS,sub_transmission,132,63,1.96,0.003133,0.000593
IN-C00214-SS,IN-C00445-SS,sub_transmission,132,63,4.47,0.007154,0.001107
IN-C00215-SS,IN-C00356-SS,sub_transmission,132,63,6.93,0.011094,0.002643
IN-C00216-SS,IN-C00243-SS,sub_transmission,132,63,5.31,0.008492,0.00189
IN-C00217-SS,IN-C00270-SS,sub_transmission,132,63,0.51,0.0016,0.000465
IN-C00217-SS,IN-C00265-SS,sub_transmission,132,63,1.57,0.002511,0.000554
IN-C00218-SS,IN-C00224-SS,sub_transmission,132,63,2.4,0.003833,0.000845
IN-C00218-SS,IN-C00632-SS,sub_transmission,132,63,6.85,0.010968,0.002789
IN-C00219-SS,IN-C00228-SS,sub_transmission,132,63,1.67,0.00268,0.000691
IN-C00221-SS,IN-C00616-SS,sub_transmission,132,63,13.78,0.022043,0.004933
IN-C00221-SS,IN-C00416-SS,sub_transmission,132,63,16.52,0.02643,0.006381
IN-C00223-SS,IN-C00965-SS,sub_transmission,132,63,3.63,0.005816,0.001433
IN-C00224-SS,IN-C00632-SS,sub_transmission,132,63,8.85,0.01416,0.002788
IN-C00226-SS,IN-C01019-SS,sub_transmission,132,63,3.09,0.004937,0.000685
IN-C00227-SS,IN-C00236-SS,sub_transmission,132,63,1.59,0.002542,0.000668
IN-C00227-SS,IN-C00239-SS,sub_transmission,132,63,1.89,0.003018,0.000661
IN-C00229-SS,IN-C00237-SS,sub_transmission,132,63,3.57,0.005716,0.001205
IN-C00230-SS,IN-C00840-SS,sub_transmission,132,63,1.81,0.002889,0.000689
IN-C00230-SS,IN-C00325-SS,sub_transmission,132,63,6.1,0.009759,0.002109
IN-C00231-SS,IN-C00754-SS,sub_transmission,132,63,11.85,0.018955,0.004322
IN-C00232-SS,IN-C00629-SS,sub_transmission,132,63,10.06,0.016099,0.004637
IN-C00233-SS,IN-C00968-SS,sub_transmission,132,63,15.63,0.025004,0.007062
IN-C00234-SS,IN-C00538-SS,sub_transmission,132,63,7.47,0.011958,0.002619
IN-C00235-SS,IN-C00275-SS,sub_transmission,132,63,2.0,0.003202,0.000959
IN-C00238-SS,IN-C00955-SS,sub_transmission,132,63,0.78,0.0016,0.000435
IN-C00238-SS,IN-C00954-SS,sub_transmission,132,63,4.31,0.0069,0.00134
IN-C00240-SS,IN-C00615-SS,sub_transmission,132,63,4.55,0.007277,0.001703
IN-C00240-SS,IN-C00460-SS,sub_transmission,132,63,5.99,0.009588,0.002576
IN-C00242-SS,IN-C00268-SS,sub_transmission,132,63,0.77,0.0016,0.000285
IN-C00244-SS,IN-C01013-SS,sub_transmission,132,63,9.65,0.015437,0.002521
IN-C00246-SS,IN-C00609-SS,sub_transmission,132,63,4.77,0.007634,0.001666
IN-C00247-SS,IN-C00251-SS,sub_transmission,132,63,1.03,0.001654,0.00031
IN-C00247-SS,IN-C00609-SS,sub_transmission,132,63,2.82,0.00451,0.000988
IN-C00248-SS,IN-C00520-SS,sub_transmission,132,63,4.71,0.007529,0.001912
IN-C00249-SS,IN-C00611-SS,sub_transmission,132,63,10.64,0.017019,0.003145
IN-C00249-SS,IN-C00594-SS,sub_transmission,132,63,10.73,0.01717,0.003459
IN-C00250-SS,IN-C00797-SS,sub_transmission,132,63,10.68,0.017087,0.005003
IN-C00250-SS,IN-C00859-SS,sub_transmission,132,63,11.03,0.017641,0.002117
IN-C00251-SS,IN-C00609-SS,sub_transmission,132,63,1.83,0.002921,0.000369
IN-C00252-SS,IN-C00710-SS,sub_transmission,132,63,2.53,0.004047,0.000693
IN-C00252-SS,IN-C00671-SS,sub_transmission,132,63,5.16,0.008254,0.001015
IN-C00253-SS,IN-C00448-SS,sub_transmission,132,63,7.42,0.011867,0.001713
IN-C00254-SS,IN-C00875-SS,sub_transmission,132,63,5.52,0.008827,0.002474
IN-C00254-SS,IN-C00763-SS,sub_transmission,132,63,7.95,0.012719,0.001541
IN-C00255-SS,IN-C00823-SS,sub_transmission,132,63,3.75,0.006003,0.001784
IN-C00255-SS,IN-C00721-SS,sub_transmission,132,63,13.21,0.021128,0.003352
IN-C00256-SS,IN-C00562-SS,sub_transmission,132,63,1.93,0.003091,0.000546
IN-C00257-SS,IN-C00363-SS,sub_transmission,132,63,1.35,0.002157,0.000558
IN-C00257-SS,IN-C00982-SS,sub_transmission,132,63,2.18,0.003491,0.001012
IN-C00258-SS,IN-C00640-SS,sub_transmission,132,63,21.32,0.034116,0.009144
IN-C00258-SS,IN-C00566-SS,sub_transmission,132,63,25.98,0.041571,0.011866
IN-C00259-SS,IN-C00484-SS,sub_transmission,132,63,12.79,0.020458,0.004338
IN-C00260-SS,IN-C00527-SS,sub_transmission,132,63,7.0,0.0112,0.002494
IN-C00261-SS,IN-C00987-SS,sub_transmission,132,63,4.46,0.007143,0.001592
IN-C00261-SS,IN-C00548-SS,sub_transmission,132,63,7.02,0.011229,0.001538
IN-C00262-SS,IN-C00509-SS,sub_transmission,132,63,2.9,0.004646,0.000943
IN-C00262-SS,IN-C01019-SS,sub_transmission,132,63,7.22,0.011545,0.00171
IN-C00263-SS,IN-C00875-SS,sub_transmission,132,63,3.14,0.005027,0.000843
IN-C00264-SS,IN-C00941-SS,sub_transmission,132,63,9.49,0.015179,0.004252
IN-C00264-SS,IN-C00763-SS,sub_transmission,132,63,9.6,0.015353,0.002533
IN-C00265-SS,IN-C00270-SS,sub_transmission,132,63,1.08,0.001733,0.000288
IN-C00266-SS,IN-C00934-SS,sub_transmission,132,63,3.17,0.005064,0.000881
IN-C00266-SS,IN-C00976-SS,sub_transmission,132,63,8.91,0.014256,0.003175
IN-C00267-SS,IN-C00460-SS,sub_transmission,132,63,15.83,0.025325,0.005633
IN-C00269-SS,IN-C00897-SS,sub_transmission,132,63,1.43,0.002287,0.000364
IN-C00269-SS,IN-C00311-SS,sub_transmission,132,63,7.93,0.012691,0.001699
IN-C00271-SS,IN-C00996-SS,sub_transmission,132,63,2.01,0.00322,0.000575
IN-C00271-SS,IN-C00636-SS,sub_transmission,132,63,7.23,0.011564,0.002392
IN-C00272-SS,IN-C00737-SS,sub_transmission,132,63,1.22,0.001953,0.000406
IN-C00272-SS,IN-C00345-SS,sub_transmission,132,63,3.48,0.005567,0.001569
IN-C00273-SS,IN-C01059-SS,sub_transmission,132,63,4.15,0.006636,0.001636
IN-C00273-SS,IN-C00408-SS,sub_transmission,132,63,6.13,0.009808,0.002624
IN-C00274-SS,IN-C00280-SS,sub_transmission,132,63,1.74,0.002778,0.000381
IN-C00274-SS,IN-C01051-SS,sub_transmission,132,63,6.98,0.011161,0.00263
IN-C00276-SS,IN-C00634-SS,sub_transmission,132,63,8.41,0.013449,0.001704
IN-C00277-SS,IN-C00613-SS,sub_transmission,132,63,19.92,0.031873,0.008462
IN-C00278-SS,IN-C00815-SS,sub_transmission,132,63,5.68,0.009089,0.001715
IN-C00278-SS,IN-C00389-SS,sub_transmission,132,63,13.11,0.020979,0.005463
IN-C00279-SS,IN-C00587-SS,sub_transmission,132,63,6.23,0.009973,0.002852
IN-C00280-SS,IN-C01051-SS,sub_transmission,132,63,6.08,0.009735,0.001754
IN-C00281-SS,IN-C00555-SS,sub_transmission,132,63,7.45,0.011928,0.00332
IN-C00281-SS,IN-C00958-SS,sub_transmission,132,63,8.06,0.012902,0.002557
IN-C00282-SS,IN-C00922-SS,sub_transmission,132,63,7.24,0.011587,0.003331
IN-C00283-SS,IN-C00864-SS,sub_transmission,132,63,4.22,0.006744,0.000956
IN-C00283-SS,IN-C00308-SS,sub_transmission,132,63,8.27,0.01324,0.003425
IN-C00284-SS,IN-C00638-SS,sub_transmission,132,63,3.95,0.006319,0.001609
IN-C00284-SS,IN-C01020-SS,sub_transmission,132,63,10.91,0.017449,0.004762
IN-C00285-SS,IN-C00740-SS,sub_transmission,132,63,9.1,0.014563,0.004182
IN-C00286-SS,IN-C00786-SS,sub_transmission,132,63,6.9,0.011042,0.002585
IN-C00287-SS,IN-C01031-SS,sub_transmission,132,63,4.38,0.007015,0.00164
IN-C00287-SS,IN-C00314-SS,sub_transmission,132,63,7.5,0.011997,0.001557
IN-C00288-SS,IN-C01056-SS,sub_transmission,132,63,4.03,0.006442,0.001381
IN-C00288-SS,IN-C00365-SS,sub_transmission,132,63,4.25,0.006793,0.001206
IN-C00289-SS,IN-C00599-SS,sub_transmission,132,63,5.31,0.00849,0.001882
IN-C00289-SS,IN-C00714-SS,sub_transmission,132,63,9.62,0.015386,0.002752
IN-C00290-SS,IN-C00800-SS,sub_transmission,132,63,6.52,0.010436,0.002563
IN-C00290-SS,IN-C00384-SS,sub_transmission,132,63,6.73,0.010769,0.001589
IN-C00291-SS,IN-C00610-SS,sub_transmission,132,63,3.59,0.005745,0.001386
IN-C00291-SS,IN-C00965-SS,sub_transmission,132,63,4.34,0.006945,0.00208
IN-C00292-SS,IN-C00600-SS,sub_transmission,132,63,10.68,0.017096,0.00504
IN-C00293-SS,IN-C00844-SS,sub_transmission,132,63,1.17,0.001867,0.000477
IN-C00293-SS,IN-C00462-SS,sub_transmission,132,63,2.25,0.003597,0.000804
IN-C00294-SS,IN-C00494-SS,sub_transmission,132,63,1.97,0.003155,0.00043
IN-C00294-SS,IN-C00899-SS,sub_transmission,132,63,4.45,0.007125,0.001409
IN-C00295-SS,IN-C00521-SS,sub_transmission,132,63,4.34,0.006937,0.001814
IN-C00295-SS,IN-C00724-SS,sub_transmission,132,63,5.62,0.008995,0.001319
IN-C00296-SS,IN-C00885-SS,sub_transmission,132,63,27.26,0.043611,0.007872
IN-C00297-SS,IN-C00690-SS,sub_transmission,132,63,11.24,0.017991,0.0037
IN-C00297-SS,IN-C00721-SS,sub_transmission,132,63,11.44,0.018304,0.004652
IN-C00298-SS,IN-C00468-SS,sub_transmission,132,63,15.99,0.025583,0.005594
IN-C00298-SS,IN-C00821-SS,sub_transmission,132,63,21.18,0.033882,0.005667
IN-C00299-SS,IN-C00705-SS,sub_transmission,132,63,2.76,0.004414,0.000846
IN-C00299-SS,IN-C00659-SS,sub_transmission,132,63,14.1,0.022567,0.004473
IN-C00300-SS,IN-C00556-SS,sub_transmission,132,63,10.08,0.016125,0.003961
IN-C00300-SS,IN-C00515-SS,sub_transmission,132,63,11.1,0.017753,0.004565
IN-C00301-SS,IN-C00477-SS,sub_transmission,132,63,13.39,0.02142,0.004425
IN-C00302-SS,IN-C00483-SS,sub_transmission,132,63,5.41,0.008652,0.001347
IN-C00302-SS,IN-C00553-SS,sub_transmission,132,63,5.9,0.009435,0.001803
IN-C00303-SS,IN-C00760-SS,sub_transmission,132,63,5.16,0.00825,0.001839
IN-C00303-SS,IN-C00352-SS,sub_transmission,132,63,6.84,0.010951,0.00242
IN-C00304-SS,IN-C00531-SS,sub_transmission,132,63,9.49,0.015189,0.004549
IN-C00304-SS,IN-C00908-SS,sub_transmission,132,63,10.22,0.016353,0.003506
IN-C00305-SS,IN-C00971-SS,sub_transmission,132,63,4.26,0.006816,0.001115
IN-C00305-SS,IN-C00564-SS,sub_transmission,132,63,8.58,0.013734,0.002306
IN-C00306-SS,IN-C00359-SS,sub_transmission,132,63,1.2,0.001926,0.00038
IN-C00307-SS,IN-C00517-SS,sub_transmission,132,63,0.8,0.0016,0.000389
IN-C00307-SS,IN-C00824-SS,sub_transmission,132,63,4.47,0.007152,0.0016
IN-C00308-SS,IN-C00591-SS,sub_transmission,132,63,2.34,0.003737,0.000524
IN-C00308-SS,IN-C00864-SS,sub_transmission,132,63,7.3,0.011674,0.00227
IN-C00309-SS,IN-C00569-SS,sub_transmission,132,63,1.97,0.003148,0.000585
IN-C00310-SS,IN-C00707-SS,sub_transmission,132,63,4.78,0.007649,0.00118
IN-C00311-SS,IN-C01042-SS,sub_transmission,132,63,1.79,0.002872,0.000523
IN-C00311-SS,IN-C00897-SS,sub_transmission,132,63,7.03,0.011254,0.002678
IN-C00312-SS,IN-C00605-SS,sub_transmission,132,63,4.11,0.006572,0.001699
IN-C00312-SS,IN-C00956-SS,sub_transmission,132,63,8.69,0.013903,0.002092
IN-C00313-SS,IN-C00908-SS,sub_transmission,132,63,7.44,0.011899,0.002177
IN-C00313-SS,IN-C00826-SS,sub_transmission,132,63,12.97,0.020749,0.005558
IN-C00314-SS,IN-C00411-SS,sub_transmission,132,63,10.94,0.01751,0.004631
IN-C00315-SS,IN-C00831-SS,sub_transmission,132,63,3.45,0.005513,0.00128
IN-C00315-SS,IN-C00460-SS,sub_transmission,132,63,5.62,0.00899,0.001792
IN-C00316-SS,IN-C00560-SS,sub_transmission,132,63,5.52,0.008839,0.002531
IN-C00316-SS,IN-C00923-SS,sub_transmission,132,63,9.6,0.015365,0.002489
IN-C00318-SS,IN-C00432-SS,sub_transmission,132,63,11.52,0.018428,0.004485
IN-C00319-SS,IN-C00718-SS,sub_transmission,132,63,17.47,0.027951,0.004139
IN-C00319-SS,IN-C00984-SS,sub_transmission,132,63,20.37,0.03259,0.008184
IN-C00320-SS,IN-C00518-SS,sub_transmission,132,63,2.32,0.003714,0.000503
IN-C00320-SS,IN-C01026-SS,sub_transmission,132,63,2.43,0.003886,0.000984
IN-C00321-SS,IN-C00346-SS,sub_transmission,132,63,6.84,0.010936,0.001791
IN-C00321-SS,IN-C01002-SS,sub_transmission,132,63,13.72,0.021947,0.005087
IN-C00322-SS,IN-C00919-SS,sub_transmission,132,63,4.99,0.007985,0.001171
IN-C00322-SS,IN-C00698-SS,sub_transmission,132,63,5.95,0.009519,0.002569
IN-C00323-SS,IN-C00396-SS,sub_transmission,132,63,3.14,0.00503,0.000864
IN-C00323-SS,IN-C00658-SS,sub_transmission,132,63,9.32,0.014912,0.002711
IN-C00324-SS,IN-C00382-SS,sub_transmission,132,63,2.72,0.004359,0.001154
IN-C00324-SS,IN-C00761-SS,sub_transmission,132,63,5.86,0.009377,0.00164
IN-C00325-SS,IN-C00840-SS,sub_transmission,132,63,6.44,0.010312,0.002112
IN-C00326-SS,IN-C00433-SS,sub_transmission,132,63,2.03,0.003243,0.000583
IN-C00326-SS,IN-C00651-SS,sub_transmission,132,63,5.59,0.008945,0.002265
IN-C00327-SS,IN-C00769-SS,sub_transmission,132,63,2.83,0.004533,0.000717
IN-C00327-SS,IN-C00954-SS,sub_transmission,132,63,3.62,0.005793,0.001265
IN-C00328-SS,IN-C00473-SS,sub_transmission,132,63,4.52,0.007228,0.001844
IN-C00328-SS,IN-C00960-SS,sub_transmission,132,63,6.74,0.010777,0.002358
IN-C00329-SS,IN-C00386-SS,sub_transmission,132,63,2.13,0.003402,0.00079
IN-C00329-SS,IN-C00667-SS,sub_transmission,132,63,4.46,0.007136,0.002131
IN-C00330-SS,IN-C00727-SS,sub_transmission,132,63,2.35,0.003761,0.000922
IN-C00330-SS,IN-C00496-SS,sub_transmission,132,63,5.42,0.008671,0.002083
IN-C00331-SS,IN-C00837-SS,sub_transmission,132,63,0.8,0.0016,0.0003
IN-C00331-SS,IN-C01024-SS,sub_transmission,132,63,1.63,0.002606,0.000738
IN-C00332-SS,IN-C00728-SS,sub_transmission,132,63,0.45,0.0016,0.000344
IN-C00332-SS,IN-C01059-SS,sub_transmission,132,63,4.64,0.007418,0.001231
IN-C00333-SS,IN-C00936-SS,sub_transmission,132,63,21.81,0.0349,0.004566
IN-C00334-SS,IN-C00898-SS,sub_transmission,132,63,3.34,0.005348,0.000835
IN-C00334-SS,IN-C00997-SS,sub_transmission,132,63,4.68,0.00749,0.001838
IN-C00335-SS,IN-C00722-SS,sub_transmission,132,63,6.57,0.010514,0.001775
IN-C00335-SS,IN-C00486-SS,sub_transmission,132,63,6.93,0.011094,0.00226
IN-C00336-SS,IN-C00601-SS,sub_transmission,132,63,11.18,0.017882,0.005188
IN-C00336-SS,IN-C00719-SS,sub_transmission,132,63,15.0,0.024005,0.003168
IN-C00337-SS,IN-C00432-SS,sub_transmission,132,63,16.12,0.025788,0.00616
IN-C00338-SS,IN-C00947-SS,sub_transmission,132,63,9.39,0.015026,0.003596
IN-C00338-SS,IN-C00482-SS,sub_transmission,132,63,13.93,0.022294,0.006339
IN-C00339-SS,IN-C00549-SS,sub_transmission,132,63,9.44,0.01511,0.002793
IN-C00340-SS,IN-C00909-SS,sub_transmission,132,63,9.86,0.015774,0.002199
IN-C00341-SS,IN-C00471-SS,sub_transmission,132,63,6.98,0.011164,0.001927
IN-C00342-SS,IN-C00598-SS,sub_transmission,132,63,1.86,0.002973,0.000829
IN-C00342-SS,IN-C00846-SS,sub_transmission,132,63,2.93,0.004686,0.000888
IN-C00343-SS,IN-C00496-SS,sub_transmission,132,63,6.39,0.010232,0.003032
IN-C00343-SS,IN-C00813-SS,sub_transmission,132,63,10.08,0.016127,0.003412
IN-C00344-SS,IN-C00847-SS,sub_transmission,132,63,4.44,0.007097,0.001758
IN-C00344-SS,IN-C00438-SS,sub_transmission,132,63,5.2,0.008316,0.002351
IN-C00345-SS,IN-C00737-SS,sub_transmission,132,63,3.82,0.006109,0.001266
IN-C00346-SS,IN-C00515-SS,sub_transmission,132,63,8.35,0.013363,0.00304
IN-C00347-SS,IN-C00827-SS,sub_transmission,132,63,11.99,0.019187,0.002606
IN-C00347-SS,IN-C00753-SS,sub_transmission,132,63,13.24,0.021178,0.003299
IN-C00348-SS,IN-C01062-SS,sub_transmission,132,63,3.53,0.005649,0.001661
IN-C00348-SS,IN-C00403-SS,sub_transmission,132,63,4.07,0.006518,0.00144
IN-C00349-SS,IN-C00738-SS,sub_transmission,132,63,6.8,0.010879,0.002701
IN-C00349-SS,IN-C00951-SS,sub_transmission,132,63,15.47,0.024755,0.003148
IN-C00350-SS,IN-C00850-SS,sub_transmission,132,63,4.73,0.007563,0.002163
IN-C00350-SS,IN-C01007-SS,sub_transmission,132,63,6.44,0.0103,0.001801
IN-C00351-SS,IN-C00536-SS,sub_transmission,132,63,5.77,0.009226,0.001921
IN-C00351-SS,IN-C00543-SS,sub_transmission,132,63,14.45,0.023123,0.005873
IN-C00352-SS,IN-C00760-SS,sub_transmission,132,63,2.28,0.003648,0.00045
IN-C00353-SS,IN-C00941-SS,sub_transmission,132,63,5.94,0.009503,0.002311
IN-C00353-SS,IN-C00791-SS,sub_transmission,132,63,9.05,0.014481,0.002664
IN-C00354-SS,IN-C00949-SS,sub_transmission,132,63,2.12,0.003387,0.000591
IN-C00354-SS,IN-C00956-SS,sub_transmission,132,63,5.81,0.009298,0.002783
IN-C00355-SS,IN-C00466-SS,sub_transmission,132,63,6.26,0.010021,0.002968
IN-C00355-SS,IN-C00848-SS,sub_transmission,132,63,8.55,0.013679,0.002321
IN-C00358-SS,IN-C00528-SS,sub_transmission,132,63,8.3,0.01328,0.001742
IN-C00358-SS,IN-C00641-SS,sub_transmission,132,63,12.53,0.020044,0.003335
IN-C00360-SS,IN-C01012-SS,sub_transmission,132,63,6.83,0.010928,0.002073
IN-C00361-SS,IN-C00985-SS,sub_transmission,132,63,5.88,0.009412,0.002824
IN-C00361-SS,IN-C00618-SS,sub_transmission,132,63,6.42,0.010277,0.003065
IN-C00363-SS,IN-C00982-SS,sub_transmission,132,63,1.68,0.00269,0.00078
IN-C00364-SS,IN-C01036-SS,sub_transmission,132,63,18.4,0.029444,0.008563
IN-C00364-SS,IN-C00771-SS,sub_transmission,132,63,18.47,0.029544,0.004745
IN-C00365-SS,IN-C00877-SS,sub_transmission,132,63,1.3,0.002079,0.000377
IN-C00366-SS,IN-C00876-SS,sub_transmission,132,63,10.06,0.016098,0.00307
IN-C00367-SS,IN-C00514-SS,sub_transmission,132,63,3.52,0.005632,0.000815
IN-C00367-SS,IN-C00770-SS,sub_transmission,132,63,7.42,0.01187,0.002984
IN-C00368-SS,IN-C00774-SS,sub_transmission,132,63,21.47,0.034351,0.007342
IN-C00369-SS,IN-C01018-SS,sub_transmission,132,63,2.04,0.003264,0.00079
IN-C00369-SS,IN-C01015-SS,sub_transmission,132,63,2.24,0.003577,0.000991
IN-C00370-SS,IN-C00423-SS,sub_transmission,132,63,4.02,0.006429,0.001566
IN-C00370-SS,IN-C00436-SS,sub_transmission,132,63,8.01,0.012813,0.0025
IN-C00371-SS,IN-C01051-SS,sub_transmission,132,63,2.33,0.003734,0.000833
IN-C00371-SS,IN-C00976-SS,sub_transmission,132,63,7.43,0.011893,0.00234
