id,type,city,state,region,lat,lon,voltage_kv,label,capacity_mva,age_years,base_load_pct,voltage_pu,ambient_temp_c,demand_mw,gen_mw,population_served
IN-C00158-SS,substation,Kanigiri,Andhra Pradesh,SR,15.40555,79.50694,132,IN-C00158-SS,25,16,36.3,0.966,32.5,15.03,0.0,25045
IN-C00159-SS,substation,Avilala,Andhra Pradesh,SR,13.61106,79.4208,132,IN-C00159-SS,25,29,54.8,0.998,31.0,14.9,0.0,24839
IN-C00160-SS,substation,Pākāla,Andhra Pradesh,SR,13.44903,79.11493,132,IN-C00160-SS,25,19,55.5,1.016,33.4,14.81,0.0,24680
IN-C00161-SS,substation,Gorantla,Andhra Pradesh,SR,13.98411,77.77224,132,IN-C00161-SS,25,15,63.3,1.023,34.9,14.75,0.0,24586
IN-C00162-SS,substation,Srīsailain,Andhra Pradesh,SR,16.07217,78.86816,132,IN-C00162-SS,25,13,45.3,1.004,36.9,14.49,0.0,24142
IN-C00163-SS,substation,Suryaraopeta,Andhra Pradesh,SR,16.99961,82.22317,132,IN-C00163-SS,25,18,59.8,0.966,34.6,14.47,0.0,24112
IN-C00164-SS,substation,Penugonda,Andhra Pradesh,SR,16.65363,81.7455,132,IN-C00164-SS,25,20,51.4,1.026,38.9,14.19,0.0,23654
IN-C00165-SS,substation,Katheru,Andhra Pradesh,SR,17.03795,81.77597,132,IN-C00165-SS,25,29,34.5,1.015,37.9,14.14,0.0,23572
IN-C00166-SS,substation,Tiruchanur,Andhra Pradesh,SR,13.60727,79.44864,132,IN-C00166-SS,25,18,48.0,1.0,31.3,13.78,0.0,22963
IN-C00167-SS,substation,Gopavaram,Andhra Pradesh,SR,14.78412,78.5729,132,IN-C00167-SS,25,3,62.0,1.019,35.5,13.76,0.0,22936
IN-C00168-SS,substation,Cumbum,Andhra Pradesh,SR,15.58171,79.11059,132,IN-C00168-SS,25,2,33.3,1.037,37.6,13.59,0.0,22653
IN-C00169-SS,substation,Kuppam,Andhra Pradesh,SR,12.74931,78.34189,132,IN-C00169-SS,25,37,51.1,0.962,34.6,13.18,0.0,21963
IN-C00170-SS,substation,Srisailam Project RFC Township,Andhra Pradesh,SR,16.07331,78.87412,132,IN-C00170-SS,25,18,50.7,1.021,34.0,12.87,0.0,21452
IN-C00171-SS,substation,Vinnamāla,Andhra Pradesh,SR,13.90738,79.90855,132,IN-C00171-SS,25,34,53.5,1.033,32.2,12.55,0.0,20924
IN-C00172-SS,substation,Kaikalūr,Andhra Pradesh,SR,16.55154,81.214,132,IN-C00172-SS,25,38,45.7,1.025,39.1,12.46,0.0,20763
IN-C00173-SS,substation,Nellimarla,Andhra Pradesh,SR,18.15619,83.44727,132,IN-C00173-SS,25,31,42.5,0.987,38.3,12.3,0.0,20498
IN-C00174-SS,substation,Penukonda,Andhra Pradesh,SR,14.08286,77.59473,132,IN-C00174-SS,25,11,41.9,1.015,33.0,12.13,0.0,20220
IN-C00175-SS,substation,Pāmūru,Andhra Pradesh,SR,15.09633,79.41174,132,IN-C00175-SS,25,26,59.3,1.004,34.9,12.0,0.0,20000
IN-C00176-SS,substation,L.A.Sagaram,Andhra Pradesh,SR,13.90341,79.89055,132,IN-C00176-SS,25,21,39.1,0.969,35.7,11.94,0.0,19904
IN-C00177-SS,substation,Rameswaram,Andhra Pradesh,SR,14.74006,78.54259,132,IN-C00177-SS,25,33,59.7,0.96,37.1,11.69,0.0,19483
IN-C00178-SS,substation,Gannavaram,Andhra Pradesh,SR,16.54092,80.80213,132,IN-C00178-SS,25,30,44.9,0.975,35.5,11.65,0.0,19410
IN-C00179-SS,substation,Singarāyakonda,Andhra Pradesh,SR,15.23046,80.02794,132,IN-C00179-SS,25,32,52.5,1.021,33.5,11.64,0.0,19400
IN-C00180-SS,substation,Mangalam,Andhra Pradesh,SR,13.65754,79.46258,132,IN-C00180-SS,25,36,34.7,0.983,36.1,11.59,0.0,19318
IN-C00181-SS,substation,Somandepalle,Andhra Pradesh,SR,14.00774,77.60846,132,IN-C00181-SS,25,32,34.4,1.038,34.8,11.34,0.0,18895
IN-C00182-SS,substation,Sriramnagar,Andhra Pradesh,SR,18.28329,83.53422,132,IN-C00182-SS,25,16,55.6,0.985,34.4,11.34,0.0,18893
IN-C00183-SS,substation,Sompeta,Andhra Pradesh,SR,18.94419,84.58449,132,IN-C00183-SS,25,27,33.4,1.039,40.1,11.27,0.0,18778
IN-C00184-SS,substation,Nadim Tiruvuru,Andhra Pradesh,SR,17.11209,80.6088,132,IN-C00184-SS,25,30,64.1,1.012,34.6,11.14,0.0,18567
IN-C00185-SS,substation,Tirumala,Andhra Pradesh,SR,13.68333,79.35,132,IN-C00185-SS,25,19,48.3,0.982,35.9,10.81,0.0,18013
IN-C00186-SS,substation,Bhattiprolu,Andhra Pradesh,SR,16.1026,80.78074,132,IN-C00186-SS,25,31,38.8,1.004,35.3,10.8,0.0,18001
IN-C00187-SS,substation,Vadlapūdi,Andhra Pradesh,SR,14.31119,79.8043,132,IN-C00187-SS,25,33,56.9,0.971,31.9,10.73,0.0,17881
IN-C00188-SS,substation,Tādigadapa,Andhra Pradesh,SR,16.47129,80.69695,132,IN-C00188-SS,25,27,42.2,1.023,34.9,10.48,0.0,17462
IN-C00189-SS,substation,Phirangipuram,Andhra Pradesh,SR,16.29078,80.26233,132,IN-C00189-SS,25,1,40.2,0.984,36.7,10.4,0.0,17335
IN-C00190-SS,substation,Hukumpeta,Andhra Pradesh,SR,16.98874,81.8017,132,IN-C00190-SS,25,32,61.1,0.996,36.5,10.19,0.0,16985
IN-C00191-SS,substation,Challapalle,Andhra Pradesh,SR,16.11756,80.93139,132,IN-C00191-SS,25,22,49.9,1.003,35.7,10.1,0.0,16841
IN-C00192-SS,substation,Gokavaram,Andhra Pradesh,SR,17.25823,81.84985,132,IN-C00192-SS,25,21,61.3,1.038,35.2,9.83,0.0,16389
IN-C00193-SS,substation,Kosigi,Andhra Pradesh,SR,15.8551,77.24463,132,IN-C00193-SS,25,25,38.4,1.022,33.1,9.27,0.0,15455
IN-C00194-SS,substation,Morampudi,Andhra Pradesh,SR,16.98005,81.83715,132,IN-C00194-SS,25,31,55.4,1.025,35.9,9.21,0.0,15346
IN-C00195-SS,substation,Mādugula,Andhra Pradesh,SR,17.91589,82.81578,132,IN-C00195-SS,25,10,47.8,0.963,37.2,8.84,0.0,14741
IN-C00196-SS,substation,Kāmalāpuram,Andhra Pradesh,SR,14.5983,78.66948,132,IN-C00196-SS,25,38,42.0,0.968,36.8,8.81,0.0,14677
IN-C00197-SS,substation,Kankipādu,Andhra Pradesh,SR,16.4353,80.76715,132,IN-C00197-SS,25,7,48.9,0.997,37.6,8.77,0.0,14616
IN-C00198-SS,substation,Kottavalasa,Andhra Pradesh,SR,17.89044,83.1907,132,IN-C00198-SS,25,27,61.4,1.038,34.6,8.59,0.0,14321
IN-C00199-SS,substation,Bhānumukkala,Andhra Pradesh,SR,15.31189,78.22772,132,IN-C00199-SS,25,17,42.2,1.015,36.3,8.58,0.0,14307
IN-C00200-SS,substation,Nārāyanapuram,Andhra Pradesh,SR,14.70404,77.578,132,IN-C00200-SS,25,22,60.7,1.029,34.1,8.54,0.0,14227
IN-C00201-SS,substation,Rāzole,Andhra Pradesh,SR,16.47608,81.83912,132,IN-C00201-SS,25,21,52.6,1.031,36.2,8.52,0.0,14204
IN-C00202-SS,substation,Prasadampadu,Andhra Pradesh,SR,16.61224,80.68443,132,IN-C00202-SS,25,35,31.3,0.965,37.2,8.36,0.0,13941
IN-C00203-SS,substation,Pāpampeta,Andhra Pradesh,SR,14.68553,77.578,132,IN-C00203-SS,25,19,65.9,1.02,34.4,8.31,0.0,13850
IN-C00204-SS,substation,Peddaboddepalle,Andhra Pradesh,SR,17.66064,82.62957,132,IN-C00204-SS,25,7,57.4,1.016,34.6,7.67,0.0,12781
IN-C00205-SS,substation,Pondūru,Andhra Pradesh,SR,18.34957,83.75649,132,IN-C00205-SS,25,11,55.0,1.032,34.7,7.58,0.0,12640
IN-C00206-SS,substation,Thummalamenta,Andhra Pradesh,SR,15.02765,78.02347,132,IN-C00206-SS,25,4,40.6,0.99,33.0,7.42,0.0,12373
IN-C00207-SS,substation,Nāgireddipalli,Andhra Pradesh,SR,14.27005,79.10131,132,IN-C00207-SS,25,34,44.8,1.015,32.5,7.39,0.0,12318
IN-C00208-SS,substation,Etikoppāka,Andhra Pradesh,SR,17.5,82.73333,132,IN-C00208-SS,25,12,32.8,1.03,37.7,7.2,0.0,12000
IN-C00209-SS,substation,Bandarulanka,Andhra Pradesh,SR,16.58282,81.96167,132,IN-C00209-SS,25,16,47.9,1.007,34.7,6.88,0.0,11470
IN-C00210-SS,substation,Nārāyanavanam,Andhra Pradesh,SR,13.42565,79.58881,132,IN-C00210-SS,25,17,46.5,1.013,36.0,6.86,0.0,11432
IN-C00211-SS,substation,Modameedipalle,Andhra Pradesh,SR,14.73595,78.56058,132,IN-C00211-SS,25,30,62.4,1.014,32.8,6.84,0.0,11397
IN-C00212-SS,substation,Guntupalle,Andhra Pradesh,SR,16.56794,80.54758,132,IN-C00212-SS,25,29,64.0,1.039,35.1,6.71,0.0,11187
IN-C00213-SS,substation,Perur,Andhra Pradesh,SR,13.61883,79.38255,132,IN-C00213-SS,25,28,54.9,0.997,32.6,6.68,0.0,11127
IN-C00214-SS,substation,Bhuja Bhuja Nellore,Andhra Pradesh,SR,14.39468,79.9399,132,IN-C00214-SS,25,25,60.7,0.969,33.8,6.56,0.0,10927
IN-C00215-SS,substation,Gudlavalleru,Andhra Pradesh,SR,16.35,81.05,132,IN-C00215-SS,25,23,50.7,1.039,35.0,6.54,0.0,10902
IN-C00216-SS,substation,Narasingāpuram,Andhra Pradesh,SR,13.60759,79.31652,132,IN-C00216-SS,25,26,39.9,1.005,34.9,6.52,0.0,10875
IN-C00217-SS,substation,Pavuluru,Andhra Pradesh,SR,15.85292,80.16468,132,IN-C00217-SS,25,4,62.8,1.02,37.8,6.31,0.0,10524
IN-C00218-SS,substation,Yenumalapalle,Andhra Pradesh,SR,14.14424,77.81685,132,IN-C00218-SS,25,19,57.9,0.978,36.1,6.29,0.0,10482
IN-C00219-SS,substation,Gavaravaram,Andhra Pradesh,SR,16.71632,81.08308,132,IN-C00219-SS,25,15,52.9,1.01,37.5,6.02,0.0,10029
IN-C00220-SS,substation,vadlamuru,Andhra Pradesh,SR,17.09545,82.16565,132,IN-C00220-SS,25,9,52.6,1.032,37.6,6.0,0.0,10000
IN-C00221-SS,substation,Muddanūru,Andhra Pradesh,SR,14.68718,78.39309,132,IN-C00221-SS,25,20,58.4,0.963,34.0,5.86,0.0,9775
IN-C00222-SS,substation,Mandasa,Andhra Pradesh,SR,18.8683,84.46296,132,IN-C00222-SS,25,9,33.2,0.984,39.1,5.57,0.0,9287
IN-C00223-SS,substation,Balaga,Andhra Pradesh,SR,18.31545,83.89326,132,IN-C00223-SS,25,12,37.2,1.023,39.6,5.44,0.0,9071
IN-C00224-SS,substation,Puttaparthi,Andhra Pradesh,SR,14.1652,77.8117,132,IN-C00224-SS,25,24,49.1,1.033,36.3,5.4,0.0,9000
IN-C00225-SS,substation,Pippara,Andhra Pradesh,SR,16.71667,81.55,132,IN-C00225-SS,25,17,62.9,1.036,39.3,5.15,0.0,8581
IN-C00226-SS,substation,Korukollu,Andhra Pradesh,SR,16.5,81.25,132,IN-C00226-SS,25,19,56.9,0.987,34.0,5.13,0.0,8543
IN-C00227-SS,substation,Dommaranandyāla,Andhra Pradesh,SR,14.86411,78.36408,132,IN-C00227-SS,25,5,35.1,1.037,37.1,5.0,0.0,8337
IN-C00228-SS,substation,Sanivārapupeta,Andhra Pradesh,SR,16.73047,81.07769,132,IN-C00228-SS,25,26,64.8,1.024,35.7,4.89,0.0,8142
IN-C00229-SS,substation,Mangasamudram,Andhra Pradesh,SR,13.2291,79.09087,132,IN-C00229-SS,25,26,30.5,1.003,33.2,4.87,0.0,8113
IN-C00230-SS,substation,Chintapalle,Andhra Pradesh,SR,17.87117,82.35108,132,IN-C00230-SS,25,17,51.0,1.026,39.8,4.73,0.0,7888
IN-C00231-SS,substation,Seethanagaram,Andhra Pradesh,SR,17.1767,81.6925,132,IN-C00231-SS,25,7,54.3,0.998,37.5,4.69,0.0,7816
IN-C00232-SS,substation,Yerrabalem,Andhra Pradesh,SR,13.7046,80.0186,132,IN-C00232-SS,25,36,41.8,1.009,34.8,4.68,0.0,7803
IN-C00233-SS,substation,Nakkāpalle,Andhra Pradesh,SR,17.40792,82.71663,132,IN-C00233-SS,25,30,62.7,0.984,36.3,4.56,0.0,7603
IN-C00234-SS,substation,Mūlaguntapādu,Andhra Pradesh,SR,15.26405,80.01956,132,IN-C00234-SS,25,9,31.6,0.963,38.3,4.29,0.0,7145
IN-C00235-SS,substation,Chennamukkapalle,Andhra Pradesh,SR,14.05954,78.76981,132,IN-C00235-SS,25,8,33.5,1.031,32.1,4.24,0.0,7065
IN-C00236-SS,substation,Moragudi,Andhra Pradesh,SR,14.86259,78.37878,132,IN-C00236-SS,25,30,43.4,1.036,36.2,4.09,0.0,6812
IN-C00237-SS,substation,Murakambattu,Andhra Pradesh,SR,13.24631,79.11874,132,IN-C00237-SS,25,35,45.1,1.019,31.4,4.09,0.0,6812
IN-C00238-SS,substation,Kantabamsuguda,Andhra Pradesh,SR,18.32264,82.88259,132,IN-C00238-SS,25,27,53.6,1.027,38.1,4.03,0.0,6714
IN-C00239-SS,substation,Veparāla,Andhra Pradesh,SR,14.85718,78.34806,132,IN-C00239-SS,25,18,31.2,0.99,34.6,4.03,0.0,6712
IN-C00240-SS,substation,Hiramandalam,Andhra Pradesh,SR,18.67085,83.95054,132,IN-C00240-SS,25,16,60.8,0.968,38.6,3.96,0.0,6603
IN-C00241-SS,substation,Chidiga,Andhra Pradesh,SR,16.96295,82.21243,132,IN-C00241-SS,25,35,62.5,1.012,34.0,3.82,0.0,6365
IN-C00242-SS,substation,Vaddeswaram,Andhra Pradesh,SR,16.44734,80.61273,132,IN-C00242-SS,25,18,36.8,0.97,38.3,3.76,0.0,6275
IN-C00243-SS,substation,Cherlopalle,Andhra Pradesh,SR,13.61366,79.36523,132,IN-C00243-SS,25,30,33.3,0.977,34.7,3.69,0.0,6143
IN-C00244-SS,substation,Tada Khandrika,Andhra Pradesh,SR,13.58855,80.03368,132,IN-C00244-SS,25,2,31.8,0.987,36.7,3.67,0.0,6123
IN-C00245-SS,substation,Pātrapur,Andhra Pradesh,SR,19.13198,84.57036,132,IN-C00245-SS,25,37,37.4,1.026,38.0,3.64,0.0,6059
IN-C00246-SS,substation,Kanapaka,Andhra Pradesh,SR,18.11457,83.37431,132,IN-C00246-SS,25,38,37.8,1.03,36.2,3.58,0.0,5960
IN-C00247-SS,substation,Chintalavalasa,Andhra Pradesh,SR,18.06701,83.40907,132,IN-C00247-SS,25,10,58.4,1.008,35.9,3.55,0.0,5921
IN-C00248-SS,substation,Jarjapupeta,Andhra Pradesh,SR,18.18071,83.44025,132,IN-C00248-SS,25,10,65.6,1.003,39.1,3.46,0.0,5761
IN-C00249-SS,substation,Gajapatinagaram,Andhra Pradesh,SR,18.27936,83.33647,132,IN-C00249-SS,25,8,53.8,0.962,34.4,3.41,0.0,5687
IN-C00250-SS,substation,Dwāraka Tirumala,Andhra Pradesh,SR,16.95427,81.25585,132,IN-C00250-SS,25,16,51.2,0.961,35.2,3.33,0.0,5543
IN-C00251-SS,substation,Malicherla,Andhra Pradesh,SR,18.07098,83.40023,132,IN-C00251-SS,25,9,56.7,1.002,38.7,3.14,0.0,5229
IN-C00252-SS,substation,Mangampeta,Andhra Pradesh,SR,14.01578,79.3137,132,IN-C00252-SS,25,31,46.1,0.989,34.8,3.1,0.0,5175
IN-C00253-SS,substation,Diguvametta,Andhra Pradesh,SR,15.39507,78.8293,132,IN-C00253-SS,25,29,48.1,1.036,32.7,3.1,0.0,5166
IN-C00254-SS,substation,Survepalle Bit ? II,Andhra Pradesh,SR,14.26937,79.96197,132,IN-C00254-SS,25,34,40.9,1.011,31.6,3.08,0.0,5129
IN-C00255-SS,substation,Arempudi,Andhra Pradesh,SR,17.26963,82.37514,132,IN-C00255-SS,25,31,60.5,0.994,34.5,3.04,0.0,5073
IN-C00256-SS,substation,Bowluvada,Andhra Pradesh,SR,17.74546,82.98858,132,IN-C00256-SS,25,29,32.6,0.966,37.7,3.0,0.0,5001
IN-C00257-SS,substation,Tummikāpalle,Andhra Pradesh,SR,17.91346,83.179,132,IN-C00257-SS,25,5,34.5,1.01,37.7,2.95,0.0,4911
IN-C00258-SS,substation,Upper Sileru Project Site Camp,Andhra Pradesh,SR,18.05848,82.03254,132,IN-C00258-SS,25,21,43.7,1.008,36.0,2.78,0.0,4632
IN-C00259-SS,substation,Mulakuddu,Andhra Pradesh,SR,17.91609,83.4488,132,IN-C00259-SS,25,33,51.8,0.968,38.4,2.71,0.0,4513
IN-C00260-SS,substation,Yārāda,Andhra Pradesh,SR,17.65872,83.27419,132,IN-C00260-SS,25,36,56.0,0.977,36.7,2.04,0.0,3406
IN-C00261-SS,substation,Lebur Bit ? I,Andhra Pradesh,SR,14.50407,80.08263,132,IN-C00261-SS,25,15,44.9,1.026,34.0,1.89,0.0,3148
IN-C00262-SS,substation,Pallevāda,Andhra Pradesh,SR,16.5779,81.29463,132,IN-C00262-SS,25,7,41.3,0.985,34.9,1.77,0.0,2955
IN-C00263-SS,substation,Chavutapālem,Andhra Pradesh,SR,14.30796,79.89218,132,IN-C00263-SS,25,10,54.7,0.998,32.0,1.59,0.0,2650
IN-C00264-SS,substation,Epuru Bit - I - B,Andhra Pradesh,SR,14.26937,80.05773,132,IN-C00264-SS,25,6,33.4,0.968,35.9,1.53,0.0,2544
IN-C00265-SS,substation,pedda nakkalapalem,Andhra Pradesh,SR,15.8668,80.16202,132,IN-C00265-SS,25,9,50.0,1.007,36.2,1.5,0.0,2500
IN-C00266-SS,substation,Reddivaripalle,Andhra Pradesh,SR,13.6031,79.0466,132,IN-C00266-SS,25,22,54.1,0.993,36.0,1.39,0.0,2324
IN-C00267-SS,substation,Ganguvāda,Andhra Pradesh,SR,18.66667,84.11667,132,IN-C00267-SS,25,28,61.3,1.018,40.3,1.24,0.0,2065
IN-C00268-SS,substation,Kolanukonda,Andhra Pradesh,SR,16.45392,80.61046,132,IN-C00268-SS,25,20,42.7,1.006,34.5,1.17,0.0,1947
IN-C00269-SS,substation,Akasahebpet,Andhra Pradesh,SR,17.50455,82.56597,132,IN-C00269-SS,25,31,38.1,0.969,39.0,0.9,0.0,1500
IN-C00270-SS,substation,kotta palem,Andhra Pradesh,SR,15.85747,80.16492,132,IN-C00270-SS,25,24,34.1,0.982,34.2,0.3,0.0,500
IN-C00271-SS,substation,Abagaladoddi,Andhra Pradesh,SR,12.85631,78.39893,132,IN-C00271-SS,25,28,60.4,1.038,35.0,0.3,0.0,500
IN-C00272-SS,substation,Abalasingi,Andhra Pradesh,SR,18.64789,83.87435,132,IN-C00272-SS,25,36,30.9,1.034,39.5,0.3,0.0,500
IN-C00273-SS,substation,Abbanapalli,Andhra Pradesh,SR,14.29311,79.26685,132,IN-C00273-SS,25,18,31.0,0.982,36.0,0.3,0.0,500
IN-C00274-SS,substation,Abbaramvāndlapalli,Andhra Pradesh,SR,13.75422,79.00928,132,IN-C00274-SS,25,22,42.6,0.975,31.8,0.3,0.0,500
IN-C00275-SS,substation,Abbavaram,Andhra Pradesh,SR,14.07605,78.7772,132,IN-C00275-SS,25,26,32.5,1.019,37.1,0.3,0.0,500
IN-C00276-SS,substation,Abbavāndlapalle,Andhra Pradesh,SR,14.28242,77.82542,132,IN-C00276-SS,25,6,56.9,0.977,34.0,0.3,0.0,500
IN-C00277-SS,substation,Abbayapālem,Andhra Pradesh,SR,15.8266,79.58607,132,IN-C00277-SS,25,22,35.7,0.985,34.7,0.3,0.0,500
IN-C00278-SS,substation,Abbineniguntapālem,Andhra Pradesh,SR,16.1394,80.32856,132,IN-C00278-SS,25,37,51.5,1.031,34.0,0.3,0.0,500
IN-C00279-SS,substation,Abbireddipalle,Andhra Pradesh,SR,15.44395,77.85952,132,IN-C00279-SS,25,4,54.3,0.982,36.5,0.3,0.0,500
IN-C00280-SS,substation,Abbireddivāripalli,Andhra Pradesh,SR,13.75973,79.02432,132,IN-C00280-SS,25,32,51.9,0.993,32.3,0.3,0.0,500
IN-C00281-SS,substation,Abbivānipalle,Andhra Pradesh,SR,14.0782,78.23157,132,IN-C00281-SS,25,33,34.1,0.994,33.0,0.3,0.0,500
IN-C00282-SS,substation,Abbusāhibpeta,Andhra Pradesh,SR,14.70026,79.07384,132,IN-C00282-SS,25,38,47.5,1.013,32.1,0.3,0.0,500
IN-C00283-SS,substation,Abbābhotlapalli,Andhra Pradesh,SR,13.68144,79.68253,132,IN-C00283-SS,25,26,65.4,0.964,32.1,0.3,0.0,500
IN-C00284-SS,substation,Abbāsāhebupeta,Andhra Pradesh,SR,14.7902,79.65011,132,IN-C00284-SS,25,14,57.6,1.021,33.7,0.3,0.0,500
IN-C00285-SS,substation,Abbūru,Andhra Pradesh,SR,16.44801,80.16544,132,IN-C00285-SS,25,8,30.3,1.02,34.3,0.3,0.0,500
IN-C00286-SS,substation,Abdullāpuram,Andhra Pradesh,SR,15.0026,78.10565,132,IN-C00286-SS,25,25,49.2,0.978,35.5,0.3,0.0,500
IN-C00287-SS,substation,Achainpalle,Andhra Pradesh,SR,13.9976,77.29584,132,IN-C00287-SS,25,23,32.6,1.029,31.4,0.3,0.0,500
IN-C00288-SS,substation,Achamma,Andhra Pradesh,SR,13.40442,79.16819,132,IN-C00288-SS,25,2,46.6,0.966,32.5,0.3,0.0,500
IN-C00289-SS,substation,Achampet,Andhra Pradesh,SR,16.62876,80.12055,132,IN-C00289-SS,25,28,50.6,1.017,35.9,0.3,0.0,500
IN-C00290-SS,substation,Achannapalli,Andhra Pradesh,SR,14.19287,79.08734,132,IN-C00290-SS,25,8,44.6,1.037,32.4,0.3,0.0,500
IN-C00291-SS,substation,Achannapālem,Andhra Pradesh,SR,18.25864,83.93919,132,IN-C00291-SS,25,30,60.0,1.034,34.9,0.3,0.0,500
IN-C00292-SS,substation,Achanta,Andhra Pradesh,SR,16.6027,81.80651,132,IN-C00292-SS,25,7,38.8,1.007,36.5,0.3,0.0,500
IN-C00293-SS,substation,Achchaba,Andhra Pradesh,SR,18.68894,83.73798,132,IN-C00293-SS,25,26,61.3,1.02,35.9,0.3,0.0,500
IN-C00294-SS,substation,Achchamanāyadukhandrika,Andhra Pradesh,SR,13.34567,79.85807,132,IN-C00294-SS,25,11,32.7,1.011,33.7,0.3,0.0,500
IN-C00295-SS,substation,Achchammakota,Andhra Pradesh,SR,13.68109,78.29441,132,IN-C00295-SS,25,13,62.6,0.988,35.2,0.3,0.0,500
IN-C00296-SS,substation,Achchampalle,Andhra Pradesh,SR,14.34652,77.30125,132,IN-C00296-SS,25,10,38.5,0.972,32.7,0.3,0.0,500
IN-C00297-SS,substation,Achchampeta,Andhra Pradesh,SR,17.32494,82.24755,132,IN-C00297-SS,25,10,57.4,1.012,34.9,0.3,0.0,500
IN-C00298-SS,substation,Achchampālem,Andhra Pradesh,SR,17.02474,80.89331,132,IN-C00298-SS,25,32,46.7,1.005,37.1,0.3,0.0,500
IN-C00299-SS,substation,Achchannapālem,Andhra Pradesh,SR,16.95923,81.42577,132,IN-C00299-SS,25,37,53.1,1.039,35.6,0.3,0.0,500
IN-C00300-SS,substation,Achchava,Andhra Pradesh,SR,18.99183,83.51946,132,IN-C00300-SS,25,21,35.4,0.965,37.3,0.3,0.0,500
IN-C00301-SS,substation,Achchavelli,Andhra Pradesh,SR,14.47672,78.29468,132,IN-C00301-SS,25,20,58.7,1.007,33.7,0.3,0.0,500
IN-C00302-SS,substation,Achchayapeta,Andhra Pradesh,SR,18.46552,83.38097,132,IN-C00302-SS,25,5,41.2,0.996,34.8,0.3,0.0,500
IN-C00303-SS,substation,Achchayyapeta,Andhra Pradesh,SR,17.44502,82.07721,132,IN-C00303-SS,25,19,32.8,1.029,39.0,0.3,0.0,500
IN-C00304-SS,substation,Achchayyapālem,Andhra Pradesh,SR,17.2156,81.38828,132,IN-C00304-SS,25,33,43.8,1.006,39.5,0.3,0.0,500
IN-C00305-SS,substation,Achchemmapālem,Andhra Pradesh,SR,16.14954,80.01449,132,IN-C00305-SS,25,3,46.2,1.025,37.0,0.3,0.0,500
IN-C00306-SS,substation,Achcherla,Andhra Pradesh,SR,17.65618,82.85492,132,IN-C00306-SS,25,21,51.8,1.0,39.8,0.3,0.0,500
IN-C00307-SS,substation,Achcheyapālem,Andhra Pradesh,SR,16.16808,79.89605,132,IN-C00307-SS,25,29,33.7,1.032,35.1,0.3,0.0,500
IN-C00308-SS,substation,Achchimambāpuram,Andhra Pradesh,SR,13.70863,79.61123,132,IN-C00308-SS,25,6,48.2,0.974,32.4,0.3,0.0,500
IN-C00309-SS,substation,Achchipoluvalasa,Andhra Pradesh,SR,18.34049,83.84392,132,IN-C00309-SS,25,29,65.7,1.002,38.0,0.3,0.0,500
IN-C00310-SS,substation,Achchitāpuram,Andhra Pradesh,SR,18.25636,83.50463,132,IN-C00310-SS,25,24,43.4,0.983,36.8,0.3,0.0,500
IN-C00311-SS,substation,Achchutapuram,Andhra Pradesh,SR,17.43413,82.55403,132,IN-C00311-SS,25,22,54.4,0.964,37.7,0.3,0.0,500
IN-C00312-SS,substation,Achingi,Andhra Pradesh,SR,18.31669,82.46603,132,IN-C00312-SS,25,22,32.4,0.968,38.4,0.3,0.0,500
IN-C00313-SS,substation,Achutapuram,Andhra Pradesh,SR,17.11941,81.46089,132,IN-C00313-SS,25,19,39.1,1.028,39.5,0.3,0.0,500
IN-C00314-SS,substation,Achutāpuram,Andhra Pradesh,SR,13.93245,77.31377,132,IN-C00314-SS,25,10,42.0,1.007,32.0,0.3,0.0,500
IN-C00315-SS,substation,Achyutāpuram,Andhra Pradesh,SR,18.57127,83.97379,132,IN-C00315-SS,25,23,41.2,1.012,38.5,0.3,0.0,500
IN-C00316-SS,substation,Achāyāpalle,Andhra Pradesh,SR,14.03255,77.93725,132,IN-C00316-SS,25,9,51.4,1.035,33.1,0.3,0.0,500
IN-C00317-SS,substation,Adadākulapalle,Andhra Pradesh,SR,14.0445,77.54516,132,IN-C00317-SS,25,25,53.2,0.986,32.0,0.3,0.0,500
IN-C00318-SS,substation,Adaguppa,Andhra Pradesh,SR,14.63519,76.82241,132,IN-C00318-SS,25,34,33.4,1.014,34.8,0.3,0.0,500
IN-C00319-SS,substation,Adalli,Andhra Pradesh,SR,19.22149,78.25632,132,IN-C00319-SS,25,2,43.1,0.974,36.0,0.3,0.0,500
IN-C00320-SS,substation,Adalputtu,Andhra Pradesh,SR,18.47852,82.49283,132,IN-C00320-SS,25,32,36.9,1.04,35.4,0.3,0.0,500
IN-C00321-SS,substation,Adanagūda,Andhra Pradesh,SR,18.94781,83.72882,132,IN-C00321-SS,25,19,60.4,0.968,39.3,0.3,0.0,500
IN-C00322-SS,substation,Adanampeta,Andhra Pradesh,SR,18.36424,83.69809,132,IN-C00322-SS,25,34,31.4,0.987,39.0,0.3,0.0,500
IN-C00323-SS,substation,Adapagundlapalli,Andhra Pradesh,SR,13.30259,79.03197,132,IN-C00323-SS,25,9,51.5,0.972,31.6,0.3,0.0,500
IN-C00324-SS,substation,Adapalavāndlapalle,Andhra Pradesh,SR,13.71255,78.49544,132,IN-C00324-SS,25,11,56.0,0.963,33.1,0.3,0.0,500
IN-C00325-SS,substation,Adaparāigondi,Andhra Pradesh,SR,17.91783,82.32077,132,IN-C00325-SS,25,16,64.9,1.009,38.7,0.3,0.0,500
