scenario_id,scenario_type,initiating_node,initiating_city,initiating_state,cascade_risk_pct,stress_multiplier,load_multiplier,weather_factor,population_affected,assessment_timestamp,frequency_hz,power_factor,ambient_temp_c,rainfall_mm_hr,wind_kph,lightning_risk,humidity_pct,breaker_state,protection_event,fault_type,restoration_action
IND-S00106,high_demand,IN-C07982-SS,Manāsa,Madhya Pradesh,8.42,2.8729,1.3991,1.0307,0,2026-08-05 02:55:00+00:00,49.8,0.955,31.0,1.57,18.7,0.282,62.4,CLOSED,No protection operation,demand stress,No restoration required
IND-S00107,normal_operation,IN-C03280-GEN01,Ahmedabad,Gujarat,0.0,1.0035,0.9407,1.0054,0,2026-08-03 18:00:00+00:00,50.008,0.974,37.2,0.57,23.5,0.202,67.7,CLOSED,No protection operation,demand stress,No restoration required
IND-S00108,line_outage,IN-C07886-FD011,Betūl,Madhya Pradesh,0.12,2.447,1.2256,1.0325,103330,2026-08-01 07:50:00+00:00,49.855,0.955,35.8,0.62,25.1,0.38,57.4,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00109,transformer_overload,IN-C05568-FD011,Rabkavi,Karnataka,0.0,5.6363,1.1589,1.0594,0,2026-08-07 14:20:00+00:00,49.65,0.969,37.3,1.42,19.5,0.367,68.6,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00110,high_demand,IN-C11565-FD011,Udaipur,Rajasthan,0.11,1.9491,1.3224,1.0458,451100,2026-08-11 22:05:00+00:00,49.878,0.969,33.7,1.29,18.2,0.039,66.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S00111,cascade_emergency,IN-C04827-GEN06,Deoghar,Jharkhand,32.56,6.8074,1.5376,1.1519,50869887,2026-08-30 20:25:00+00:00,49.65,0.963,36.6,3.47,24.6,0.401,63.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S00112,line_outage,IN-C09283-FD031,Pune,Maharashtra,0.26,2.4931,1.2024,1.0489,3124458,2026-08-05 14:35:00+00:00,49.824,0.973,35.5,1.45,19.5,0.117,43.4,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00113,high_demand,IN-CHA-HUB-GEN,Chandigarh Hub Generation,Chandigarh,8.81,2.4794,1.5366,1.061,0,2026-08-08 00:00:00+00:00,49.846,0.954,36.0,3.4,23.6,0.495,49.9,CLOSED,No protection operation,demand stress,No restoration required
IND-S00114,normal_operation,IN-C19730-FD012,Howrah,West Bengal,0.0,1.0206,0.8582,0.9898,0,2026-08-10 11:40:00+00:00,50.007,0.979,34.6,0.77,15.8,0.315,58.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S00115,normal_operation,IN-C09410-SS,Vaijāpur,Maharashtra,0.0,1.1032,0.9125,0.982,0,2026-08-21 17:15:00+00:00,50.013,0.977,34.5,0.0,13.4,0.35,62.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S00116,normal_operation,IN-C07849-SS,Minicoy,Lakshadweep,0.0,1.0121,0.9896,0.9883,0,2026-08-22 15:40:00+00:00,50.0,0.982,34.7,0.42,22.8,0.316,79.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S00117,transformer_overload,IN-C08042-SS,Khilchipur,Madhya Pradesh,0.0,3.6664,1.0005,1.009,0,2026-08-22 03:15:00+00:00,49.703,0.979,32.5,0.42,21.4,0.334,68.3,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00118,cascade_emergency,IN-C00017-SS,Rasapūdipalem,Andhra Pradesh,9.16,6.5408,1.4469,1.0933,3220593,2026-08-01 05:20:00+00:00,49.65,0.959,38.4,2.04,29.5,0.383,78.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S00119,transformer_overload,IN-C05551-FD011,Kolār,Karnataka,0.12,2.9699,1.144,1.0547,138462,2026-08-09 08:15:00+00:00,49.777,0.99,38.6,4.4,13.6,0.174,67.6,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00120,transformer_overload,IN-C15556-GEN11,Gorakhpur,Uttar Pradesh,0.01,2.1943,1.1382,1.0569,0,2026-08-12 09:55:00+00:00,49.867,0.974,33.8,1.71,12.6,0.235,68.4,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00121,transformer_overload,IN-C00027-GEN11,Anantapur,Andhra Pradesh,0.0,2.5528,1.2756,1.0007,0,2026-08-19 23:00:00+00:00,49.823,0.982,36.6,1.28,24.5,0.0,57.5,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00122,normal_operation,IN-C02527-FD021,Korba,Chhattisgarh,0.0,1.124,0.8983,1.0028,0,2026-08-06 18:00:00+00:00,50.003,0.983,32.9,0.06,15.4,0.227,54.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S00123,high_demand,IN-C16167-SS,Abhūpura,Uttar Pradesh,8.78,1.5071,1.506,1.0695,0,2026-08-04 08:05:00+00:00,49.942,0.954,31.7,1.72,18.9,0.377,58.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S00124,transformer_overload,IN-C12347-GEN08,Salem,Tamil Nadu,0.0,5.422,1.0763,1.0735,0,2026-08-28 03:55:00+00:00,49.65,0.961,27.7,2.45,10.7,0.155,64.7,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00125,high_demand,IN-C19729-GEN01,Kolkata,West Bengal,8.9,2.0423,1.4939,1.0455,5807089,2026-08-10 09:35:00+00:00,49.876,0.968,42.5,1.12,19.3,0.274,66.4,CLOSED,No protection operation,demand stress,No restoration required
IND-S00126,heatwave,IN-PUD-HUB-GEN,Puducherry Hub Generation,Puducherry,8.4,1.9327,1.2742,1.1245,0,2026-08-26 14:15:00+00:00,49.906,0.97,35.1,3.33,15.3,0.697,48.9,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00127,line_outage,IN-C00019-FD021,Visakhapatnam,Andhra Pradesh,0.07,1.4151,1.2176,1.0425,0,2026-08-11 21:10:00+00:00,49.964,0.969,34.3,2.46,14.7,0.245,55.2,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00128,cascade_emergency,IN-C10430-GEN07,Puri,Odisha,8.63,4.6301,1.3431,1.1401,200564,2026-08-14 11:25:00+00:00,49.65,0.964,39.2,2.53,24.1,0.324,64.8,CLOSED,No protection operation,demand stress,No restoration required
IND-S00129,line_outage,IN-C19732-GEN04,Siliguri,West Bengal,0.0,1.2052,1.005,1.0596,0,2026-08-02 10:35:00+00:00,49.962,0.987,37.1,1.09,16.5,0.376,58.4,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00130,high_demand,IN-C03058-FD012,Delhi,Delhi,11.46,2.846,1.5141,1.0629,29192459,2026-08-07 06:30:00+00:00,49.809,0.951,38.8,2.03,23.0,0.386,62.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S00131,transformer_overload,IN-AND-HUB-GEN,Andhra Pradesh Hub Generation,Andhra Pradesh,0.0,4.3783,1.0884,1.0531,0,2026-08-07 12:20:00+00:00,49.65,0.976,31.1,1.11,19.6,0.283,63.6,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00132,normal_operation,IN-C10433-GEN10,Bhadrak,Odisha,0.0,1.0463,1.0248,0.9901,0,2026-08-17 11:05:00+00:00,50.02,0.967,34.8,0.84,6.3,0.152,73.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S00133,high_demand,IN-C09290-GEN09,Dombivali,Maharashtra,10.35,2.0942,1.4533,1.0781,22116404,2026-08-14 10:25:00+00:00,49.868,0.961,38.4,1.86,21.2,0.227,75.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S00134,high_demand,IN-C12341-GEN02,Coimbatore,Tamil Nadu,9.09,2.9751,1.3758,1.0612,2758373,2026-08-28 12:55:00+00:00,49.812,0.962,37.0,1.5,18.6,0.259,63.7,CLOSED,No protection operation,demand stress,No restoration required
IND-S00135,heatwave,IN-C09316-FD011,Badlapur,Maharashtra,8.38,2.3159,1.1782,1.2046,0,2026-08-27 10:35:00+00:00,49.807,0.972,35.5,4.28,26.7,0.577,65.9,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00136,line_outage,IN-C12344-SS,Tirunelveli,Tamil Nadu,0.01,1.3942,1.2885,1.0107,0,2026-08-14 09:15:00+00:00,49.961,0.974,38.5,0.25,28.6,0.387,59.0,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00137,transformer_overload,IN-C09282-FD022,Mumbai,Maharashtra,1.32,4.934,1.2635,1.0303,20665731,2026-08-15 02:15:00+00:00,49.65,0.978,33.8,1.07,16.6,0.184,55.8,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00138,heatwave,IN-C12345-FD012,Tiruchirappalli,Tamil Nadu,8.43,3.0659,1.321,1.0946,0,2026-08-01 16:55:00+00:00,49.774,0.956,38.6,3.79,11.5,0.617,62.1,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00139,cascade_emergency,IN-C15547-FD022,Lucknow,Uttar Pradesh,9.38,7.9905,1.33,1.0766,15155183,2026-08-21 07:15:00+00:00,49.65,0.957,43.0,3.04,18.8,0.417,59.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S00140,line_outage,IN-C12341-FD011,Coimbatore,Tamil Nadu,0.24,2.3538,1.1184,1.0191,2356507,2026-08-17 03:20:00+00:00,49.845,0.969,35.4,1.14,28.1,0.295,67.0,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00141,line_outage,IN-C11052-SS,Jalandhar,Punjab,0.03,2.416,1.1403,1.0118,47845,2026-08-07 11:50:00+00:00,49.881,0.968,33.8,0.33,17.6,0.18,53.7,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00142,transformer_overload,IN-C03404-SS,Vadnagar,Gujarat,0.0,4.7382,1.1018,1.0764,0,2026-08-04 23:40:00+00:00,49.65,0.985,40.8,4.11,15.2,0.392,82.8,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00143,normal_operation,IN-C12419-TR01,Ānaiyūr,Tamil Nadu,0.0,1.1762,0.9056,0.9881,0,2026-08-02 22:25:00+00:00,49.995,0.99,40.5,0.0,19.5,0.184,61.9,CLOSED,No protection operation,demand stress,No restoration required
IND-S00144,transformer_overload,IN-C09325-FD011,Nandurbar,Maharashtra,0.0,3.8737,1.0778,1.0036,0,2026-08-23 03:55:00+00:00,49.659,0.97,26.7,0.45,17.6,0.219,58.1,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00145,cascade_emergency,IN-C11564-FD011,Ajmer,Rajasthan,8.67,6.4775,1.3332,1.0828,542821,2026-08-25 12:25:00+00:00,49.65,0.972,36.3,2.04,20.1,0.531,72.8,CLOSED,No protection operation,demand stress,No restoration required
IND-S00146,cascade_emergency,IN-C19729-GEN01,Kolkata,West Bengal,12.1,8.9118,1.5859,1.0593,40759034,2026-08-15 04:50:00+00:00,49.65,0.948,34.6,2.71,18.7,0.397,71.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S00147,high_demand,IN-C09286-GEN05,Pimpri-Chinchwad,Maharashtra,1.37,1.748,1.326,1.0328,20490568,2026-08-29 02:40:00+00:00,49.899,0.987,38.6,0.74,21.2,0.048,66.8,CLOSED,No protection operation,demand stress,No restoration required
IND-S00148,cascade_emergency,IN-C10425-FD021,Bhubaneswar,Odisha,9.33,7.6756,1.3888,1.0983,6957900,2026-08-19 05:30:00+00:00,49.65,0.966,36.2,2.58,18.5,0.45,65.4,CLOSED,No protection operation,demand stress,No restoration required
IND-S00149,transformer_overload,IN-C15586-FD011,Fyzābād,Uttar Pradesh,0.0,2.4016,1.0794,1.0677,0,2026-08-21 18:55:00+00:00,49.844,0.988,34.5,1.39,21.0,0.218,65.4,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00150,line_outage,IN-C09305-SS,Latur,Maharashtra,0.0,1.5188,1.2131,1.0511,0,2026-08-22 16:00:00+00:00,49.943,0.976,36.1,1.25,23.3,0.149,70.8,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00151,transformer_overload,IN-C09283-GEN02,Pune,Maharashtra,0.37,2.9936,1.0734,1.0129,3174785,2026-08-15 06:35:00+00:00,49.774,0.99,39.3,2.32,24.8,0.0,66.6,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00152,cascade_emergency,IN-C15564-FD021,Fīrozābād,Uttar Pradesh,10.31,7.8868,1.4553,1.1138,20202936,2026-08-24 20:10:00+00:00,49.65,0.965,40.5,2.27,15.8,0.534,65.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S00153,transformer_overload,IN-C03058-FD011,Delhi,Delhi,0.5,5.809,1.1446,1.0763,11034555,2026-08-03 19:25:00+00:00,49.65,0.976,38.7,1.94,19.2,0.377,72.0,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00154,high_demand,IN-C03282-GEN03,Vadodara,Gujarat,0.09,1.8798,1.259,1.0295,1822221,2026-08-27 11:30:00+00:00,49.89,0.977,36.0,2.21,21.4,0.251,65.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S00155,cascade_emergency,IN-C05547-FD011,Bhadrāvati,Karnataka,11.01,7.0406,1.4395,1.1021,17379730,2026-08-31 02:00:00+00:00,49.65,0.964,30.7,3.34,25.9,0.363,76.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S00156,heatwave,IN-C12357-FD011,Sivakasi,Tamil Nadu,8.56,2.4375,1.1959,1.2089,234704,2026-08-22 05:00:00+00:00,49.839,0.97,38.5,6.07,28.4,0.585,60.8,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00157,line_outage,IN-C14925-SS,Jilādiguda,Telangana,0.0,2.0095,1.2253,1.0476,0,2026-08-24 11:55:00+00:00,49.869,0.974,39.3,2.63,20.1,0.239,47.8,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00158,normal_operation,IN-C19732-GEN04,Siliguri,West Bengal,0.0,1.0562,0.8624,0.9983,0,2026-08-06 04:20:00+00:00,50.003,0.99,30.2,0.8,15.9,0.261,74.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S00159,transformer_overload,IN-C03175-FD011,Madgaon,Goa,0.0,4.5291,1.1179,1.0737,0,2026-08-20 14:10:00+00:00,49.65,0.983,36.3,1.63,11.7,0.565,83.9,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00160,transformer_overload,IN-C12343-FD012,Madurai,Tamil Nadu,0.17,3.8444,1.198,1.048,1465625,2026-08-03 13:40:00+00:00,49.679,0.99,36.9,1.77,16.0,0.242,42.8,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00161,cascade_emergency,IN-KAR-HUB-GEN,Karnataka Hub Generation,Karnataka,12.11,4.8862,1.5034,1.16,19740171,2026-08-11 23:10:00+00:00,49.65,0.964,37.3,3.71,24.1,0.498,67.9,CLOSED,No protection operation,demand stress,No restoration required
IND-S00162,heatwave,IN-C19732-GEN04,Siliguri,West Bengal,8.51,2.5628,1.348,1.1223,0,2026-08-17 07:30:00+00:00,49.853,0.987,35.9,4.11,17.8,0.339,73.9,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00163,heatwave,IN-C07857-FD022,Indore,Madhya Pradesh,8.68,2.6236,1.3659,1.1513,0,2026-08-17 20:35:00+00:00,49.84,0.986,36.6,3.83,19.8,0.546,72.7,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00164,cascade_emergency,IN-C07881-FD011,Pithampur,Madhya Pradesh,8.97,7.2354,1.4027,1.1031,392031,2026-08-26 04:40:00+00:00,49.65,0.965,38.7,1.91,18.7,0.601,56.8,CLOSED,No protection operation,demand stress,No restoration required
IND-S00165,high_demand,IN-C11568-FD011,Bharatpur,Rajasthan,0.0,2.4944,1.2559,1.0461,0,2026-08-05 15:00:00+00:00,49.791,0.977,37.5,1.77,18.3,0.422,55.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S00166,heatwave,IN-C15546-FD022,Kanpur,Uttar Pradesh,9.17,1.9934,1.3504,1.0981,14611091,2026-08-17 18:45:00+00:00,49.932,0.985,33.2,2.4,14.5,0.423,61.1,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00167,transformer_overload,IN-C03069-FD011,Burāri,Delhi,0.0,3.1341,1.2024,1.0728,0,2026-08-17 18:45:00+00:00,49.792,0.965,35.8,2.65,18.7,0.458,46.6,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00168,high_demand,IN-C12858-SS,Adigaratti,Tamil Nadu,8.52,2.9294,1.433,1.0404,0,2026-08-15 12:15:00+00:00,49.786,0.966,36.6,2.21,19.2,0.288,73.8,CLOSED,No protection operation,demand stress,No restoration required
IND-S00169,high_demand,IN-C05544-FD011,Gadag-Betageri,Karnataka,8.48,2.9642,1.3699,1.0748,0,2026-08-31 14:45:00+00:00,49.79,0.963,32.9,1.39,25.2,0.589,56.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S00170,line_outage,IN-C15551-FD022,Varanasi,Uttar Pradesh,0.03,1.9933,1.1332,1.0562,0,2026-08-15 14:15:00+00:00,49.934,0.975,36.6,2.3,20.4,0.38,83.8,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00171,cascade_emergency,IN-C05550-FD011,Chitradurga,Karnataka,10.75,6.7227,1.4469,1.1322,23646129,2026-08-04 15:45:00+00:00,49.65,0.971,38.8,3.2,20.3,0.448,79.5,CLOSED,No protection operation,demand stress,No restoration required
IND-S00172,cascade_emergency,IN-C12366-FD011,Neyveli,Tamil Nadu,12.37,7.8233,1.5288,1.1125,44085480,2026-08-05 21:50:00+00:00,49.65,0.942,33.0,2.36,18.5,0.461,67.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S00173,transformer_overload,IN-C10427-FD021,Brahmapur,Odisha,0.12,3.6399,1.0657,1.0653,356598,2026-08-25 22:35:00+00:00,49.667,0.965,33.7,2.22,23.6,0.152,52.7,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00174,transformer_overload,IN-C00117-SS,Betamcherla,Andhra Pradesh,0.17,3.3445,1.2393,1.0671,291050,2026-08-31 07:15:00+00:00,49.77,0.986,34.5,2.17,21.3,0.438,68.2,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00175,heatwave,IN-C02529-GEN05,Durg,Chhattisgarh,8.77,2.2801,1.4496,1.107,0,2026-08-16 15:45:00+00:00,49.86,0.976,35.3,2.05,19.7,0.545,63.8,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00176,transformer_overload,IN-C07902-FD011,Shājāpur,Madhya Pradesh,0.0,4.4787,1.2799,1.0785,0,2026-08-18 01:55:00+00:00,49.65,0.981,34.4,1.94,17.5,0.435,67.8,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00177,transformer_overload,IN-C14846-SS,Rāmgundam,Telangana,0.12,3.0825,1.2655,1.0531,316596,2026-08-13 06:00:00+00:00,49.778,0.961,34.0,1.08,18.3,0.34,77.3,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00178,normal_operation,IN-C15551-SS,Varanasi,Uttar Pradesh,0.0,1.0353,0.9347,1.0021,0,2026-08-15 07:15:00+00:00,49.974,0.973,37.8,3.65,18.4,0.294,73.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S00179,line_outage,IN-C12389-SS,Aruppukkottai,Tamil Nadu,0.0,2.0485,1.2976,1.06,0,2026-08-09 13:55:00+00:00,49.868,0.967,34.6,1.24,24.4,0.343,67.7,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00180,normal_operation,IN-C12343-FD032,Madurai,Tamil Nadu,0.0,1.1953,0.9137,0.9984,0,2026-08-18 12:35:00+00:00,49.97,0.98,38.5,0.63,13.5,0.038,82.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S00181,line_outage,IN-C01070-GEN01,Itanagar,Arunachal Pradesh,0.0,2.0739,1.106,1.0472,0,2026-08-22 09:00:00+00:00,49.866,0.986,37.0,4.21,25.0,0.346,64.8,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00182,transformer_overload,IN-C12384-FD011,Gudiyatham,Tamil Nadu,0.13,5.2056,1.1474,1.0714,93973,2026-08-20 20:50:00+00:00,49.65,0.974,35.2,1.36,25.8,0.427,64.3,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00183,cascade_emergency,IN-C01384-GEN11,Munger,Bihar,8.93,4.7676,1.4602,1.0588,736889,2026-08-01 09:50:00+00:00,49.65,0.944,32.8,2.11,21.4,0.225,62.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S00184,normal_operation,IN-C00001-GEN01,Port Blair,Andaman and Nicobar,0.0,1.0873,1.0049,0.9814,0,2026-08-01 09:30:00+00:00,50.002,0.99,35.1,0.0,20.3,0.246,47.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S00185,high_demand,IN-C14852-GEN09,Ramagundam,Telangana,8.38,1.752,1.2941,1.0889,130835,2026-08-15 15:15:00+00:00,49.936,0.979,39.4,3.53,22.3,0.268,62.8,CLOSED,No protection operation,demand stress,No restoration required
IND-S00186,high_demand,IN-C14848-GEN05,Nizāmābād,Telangana,8.5,1.6391,1.3683,1.079,0,2026-08-09 13:50:00+00:00,49.918,0.979,35.1,2.93,21.5,0.31,53.5,CLOSED,No protection operation,demand stress,No restoration required
IND-S00187,transformer_overload,IN-C12409-FD011,Nallūr,Tamil Nadu,0.11,4.0167,1.2251,1.0372,87376,2026-08-27 00:05:00+00:00,49.677,0.96,32.1,2.08,19.1,0.067,56.9,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00188,transformer_overload,IN-C03283-GEN04,Rājkot,Gujarat,0.11,5.006,1.0357,1.0069,1390640,2026-08-03 03:05:00+00:00,49.65,0.981,39.7,0.38,16.7,0.27,57.1,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00189,transformer_overload,IN-C03281-FD011,Surat,Gujarat,0.0,5.2924,1.1196,1.0792,0,2026-08-28 10:25:00+00:00,49.65,0.974,37.7,1.68,21.4,0.288,56.5,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00190,high_demand,IN-C09298-SS,Sāngli,Maharashtra,8.99,2.0894,1.5125,1.098,649724,2026-08-09 20:20:00+00:00,49.887,0.956,33.3,3.23,20.1,0.429,65.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S00191,cascade_emergency,IN-C03290-FD011,Nadiād,Gujarat,10.99,5.104,1.4968,1.0876,11213949,2026-08-10 21:55:00+00:00,49.65,0.958,31.7,1.8,22.8,0.273,63.7,CLOSED,No protection operation,demand stress,No restoration required
IND-S00192,high_demand,IN-C15501-FD021,Agartala,Tripura,0.09,2.5658,1.258,1.024,43853,2026-08-02 17:40:00+00:00,49.835,0.935,32.5,1.61,19.9,0.345,63.5,CLOSED,No protection operation,demand stress,No restoration required
IND-S00193,line_outage,IN-C04487-GEN04,Soyībug,Jammu and Kashmir,0.0,1.7443,1.2274,1.0496,0,2026-08-10 11:30:00+00:00,49.921,0.99,36.9,2.16,10.9,0.465,65.9,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00194,high_demand,IN-C05534-FD011,Mangaluru,Karnataka,8.63,2.3461,1.453,1.0253,499487,2026-08-18 18:45:00+00:00,49.839,0.96,32.9,0.73,19.0,0.343,56.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S00195,normal_operation,IN-C03284-GEN05,Bhavnagar,Gujarat,0.0,1.1789,0.9793,0.9869,0,2026-08-31 17:00:00+00:00,49.988,0.986,33.4,0.09,16.6,0.117,75.9,CLOSED,No protection operation,demand stress,No restoration required
IND-S00196,cascade_emergency,IN-C09282-FD022,Mumbai,Maharashtra,11.15,6.3805,1.5807,1.0577,34500406,2026-08-30 08:15:00+00:00,49.65,0.951,35.6,1.15,17.5,0.432,46.4,CLOSED,No protection operation,demand stress,No restoration required
